token_count,approximate_input_length,needle_depth,question,answer,output
50000,50000,70,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: don't say anything unless you're sure it's worth hearing. In essay writing, this means if you write a bad sentence, you don't publish it—you delete it and try again, often abandoning whole paragraphs or even an entire essay if it's not good enough."
50000,50000,80,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
50000,50000,90,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: don't say anything unless you're sure it's worth hearing. This means, if you write a bad sentence, don't publish it—delete it and try again. Often you abandon whole branches of paragraphs, or even a whole essay, if they're not good enough."
50000,50000,100,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""if you write a bad sentence, you don't publish it. You delete it and try again. Often you abandon whole branches of four or five paragraphs. Sometimes a whole essay."" This is called the ""Morris technique"": don't say anything unless you're sure it's worth hearing."
100001,100000,0,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: don't say anything unless you're sure it's worth hearing. This means, if you write a bad sentence, don't publish it—delete it and try again. If you don't learn anything from writing an essay, don't publish it."
100000,100000,10,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Copy only what you genuinely like."""
100000,100000,20,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""always produce."" If you subject yourself to that constraint, it will automatically push you away from things you think you're supposed to work on, toward things you actually like."
100000,100000,30,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
100000,100000,40,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
100000,100000,50,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Always produce."" If you subject yourself to that constraint, it will automatically push you away from things you think you're supposed to work on, toward things you actually like."
100000,100000,60,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Always produce."""
100000,100000,70,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
100000,100000,80,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Always produce."" If you subject yourself to that constraint, it will automatically push you away from things you think you're supposed to work on, toward things you actually like. ""Always produce"" will discover your life's work the way water, with the aid of gravity, finds the hole in your roof."
100000,100000,90,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Always produce."" If you subject yourself to that constraint, it will automatically push you away from things you think you're supposed to work on, toward things you actually like."
100000,100000,100,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
500001,500000,0,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Copy only what you genuinely like."""
500000,500000,10,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""good writing is rewriting."""
500000,500000,20,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Copy only what you genuinely like."""
500000,500000,30,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
500000,500000,40,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
500000,500000,50,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""try to do things that would make your friends say wow."""
500000,500000,60,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier."""
500000,500000,70,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Copy only what you genuinely like."" This advice helped you avoid imitating things just because they were admired, and instead focus on what you truly enjoyed."
500000,500000,80,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was to try to do things that would make your friends say ""wow."""
500000,500000,90,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
500000,500000,100,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Copy only what you genuinely like."""
900001,900000,0,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""if you write a bad sentence, you don't publish it. You delete it and try again. Often you abandon whole branches of four or five paragraphs. Sometimes a whole essay. You can't ensure that every idea you have is good, but you can ensure that every one you publish is, by simply not publishing the ones that aren't."""
900000,900000,10,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""good writing is rewriting."""
900000,900000,20,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
900000,900000,30,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was: write every week.
900000,900000,40,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""good writing is rewriting."""
900000,900000,50,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Copy only what you genuinely like."""
900000,900000,60,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""good writing is rewriting."""
900000,900000,70,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.","The best writing advice you got from your college classmate was: ""Copy only what you genuinely like."""
900000,900000,80,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
900000,900000,90,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
900000,900000,100,What was the best writing advice I got from my college classmate?,"It sometimes surprises people when I tell them I write every week. I was also surprised when my friend from my freshman year History course was doing the same thing, but looking back, I only wish I started earlier.",The best writing advice you got from your college classmate was to write every week.
